frame,rally_id,player_id,speed_kmh,ball_x,ball_y,court_x,court_y,shot_type
14527,30,2,57.0,484,618,-76.1568832397461,214.29385375976562,
14697,31,1,227.3,996,82,381.3264465332031,-6043.39794921875,
14698,31,1,227.3,992,71,374.9745178222656,-6410.26611328125,
14707,31,1,227.3,981,1,363.79833984375,-9599.98828125,
14708,31,1,227.3,1093,9,692.567626953125,-9211.048828125,
14709,31,1,405.8,1128,6,803.508056640625,-9407.3369140625,
14711,31,1,159.9,1020,3,481.0021057128906,-9508.416015625,
14717,31,1,121.7,968,1,324.3370666503906,-9590.724609375,
14718,31,1,104.8,971,2,333.3069763183594,-9533.2138671875,
14719,31,1,39.1,964,2,312.1734619140625,-9528.2802734375,
14720,31,1,104.4,960,1,300.0873107910156,-9585.03125,
14721,31,1,151.8,975,0,345.76336669921875,-9655.92578125,
14722,31,1,151.8,857,22,17.067564010620117,-8377.3974609375,
14728,31,1,393.5,1048,14,553.6296997070312,-8905.423828125,
14731,31,1,196.8,1043,15,538.1636962890625,-8848.568359375,
14732,31,1,427.0,1117,18,746.6570434570312,-8735.41796875,
14736,31,1,95.1,1128,10,794.79638671875,-9177.87890625,
14737,31,1,373.4,1185,13,956.4835815429688,-9047.892578125,
14740,31,1,286.0,1252,16,1144.6256103515625,-8926.666015625,
14742,31,1,411.6,1268,17,1188.0069580078125,-8882.7138671875,
14744,31,1,371.6,1285,29,1192.44482421875,-8276.81640625,
14772,31,2,66.4,1194,475,530.7163696289062,-526.17578125,
14774,31,2,148.9,1169,505,497.8970642089844,-348.408203125,
14777,32,2,31.7,1139,556,458.92413330078125,-78.44172668457031,
14779,32,2,143.7,1123,588,439.3736877441406,73.33102416992188,
14782,32,2,14.9,1091,630,407.2082824707031,255.20689392089844,
14784,32,1,132.2,1077,668,392.1396789550781,404.60968017578125,
